Aff,Neg,Judging,Win
"Indiana Holland & Gupta																				Holland & Gupta","Michigan State Sturt & Van Zant																				Sturt & Van Zant","Stidham, Jasmine",Neg
"Michigan State Grossman & Serrins																				Grossman & Serrins","Kentucky Ivackovic & Lucas																				Ivackovic & Lucas","Quinn, Lee",Neg
"Kentucky Jamal & Sanchez																				Jamal & Sanchez","Indiana Bagan & Lincourt																				Bagan & Lincourt","Repko, William",Aff
"Missouri State Lucas & Dickerson																				Lucas & Dickerson","WaySta Husic & Bagdon																				Husic & Bagdon","Wunderlich, Carly",Neg
"Dartmouth Vergho & Lee																				Vergho & Lee","Michigan Smith & Vance																				Smith & Vance","Harrigan, Casey",Aff
"Michigan Pinheiro & Skoulikaris																				Pinheiro & Skoulikaris","Samfor Emerson & Gregory																				Emerson & Gregory","Trufanov, Anthony",Aff
"Michigan Wang & McGraw																				Wang & McGraw","Indiana Oluwayomi & Liu																				Oluwayomi & Liu","Bannister, Dan",Aff
"Missouri State Kauffman & Van Dyke																				Kauffman & Van Dyke","WaySta Brown & Reynolds																				Brown & Reynolds","Hirn, Kevin",Neg
"Kentucky Kendrick & Lopez																				Kendrick & Lopez","Missouri State Cade & Morrison																				Cade & Morrison","Fifelski, Kurt",Aff
"Dartmouth Kadin & Shankar																				Kadin & Shankar","Minnes Kowal & Shih																				Kowal & Shih","Curtiss, Kristina",Aff
"Michigan State Farber & Jones																				Farber & Jones","Minnes Ferguson & Jamal																				Ferguson & Jamal","Klinger, Michael",Aff
"Michigan State Pepper & Scullion																				Pepper & Scullion","UC Berkeley Eusterman & Eusterman																				Eusterman & Eusterman","Walters, Heather",Aff
"Michigan Harrington & Love																				Harrington & Love","Michigan State Adair & Meloche																				Adair & Meloche","Dehmlow Dunne, Cameron",Aff
"Kentucky Eckert & Hackman																				Eckert & Hackman","UC Berkeley Bellavita & Wimsatt																				Bellavita & Wimsatt","DeLong, Brian",Aff
