Aff,Neg,Judging,Win,Points/Ranks,Ranks
"Wake Forest AJ																				Aaron & Jeong","Mary Washington CH																				Ciocca & Huebler","Oliver, Austin",Aff,"1											29.5																					Aaron																																								 2											29																					Jeong																																								 4											28.8																					Ciocca																																								 3											28.9																					Huebler",
"George Mason TS																				Turpen & Singh","Samford EG																				Emerson & Gregory","Shook, Lindsey",Aff,"1											28.5																					Turpen																																								 4											28																					Singh																																								 2											28.3																					Emerson																																								 3											28.2																					Gregory",
"George Mason BM																				Biggs & Morris","Emory CZ																				Castro & Zhang","Brovero, Adrienne",Aff,"2											28.7																					Biggs																																								 1											28.8																					Morris																																								 3											28.2																					Castro																																								 4											28.1																					Zhang",
"Georgetown CR																				Clarke & Ratakonda","United States Military HS																				Hall & Smith","Hansen, Gerrit",Aff,"1											29																					Clarke																																								 2											28.9																					Ratakonda																																								 4											28.4																					Hall																																								 3											28.8																					Smith",
"Florida SK																				Spicer & Karcher","James Madison HS																				Harris & Smith","Thomas, Michelle",Neg,"3											27.8																					Spicer																																								 4											2.9																					Karcher																																								 1											28.5																					Harris																																								 2											28.3																					Smith",
"Miami HL																				Homeijer & Lynch","Wake Forest/Georgetown DG																				Davidson & Greer","Myers, Virginia",Aff,"1											29.7																					Homeijer																																								 2											29.6																					Lynch																																								 3											29.3																					Davidson																																								 4											28.9																					Greer",
"Wake Forest CW																				Cook & White","Navy GR																				Gutierrez & Rock","Lowery, Ian",Aff,"1											28.6																					Cook																																								 3											28.4																					White																																								 2											28.5																					Gutierrez																																								 4											28.3																					Rock",
"James Madison BK																				Bellis & Konrad","Dartmouth CD																				Chang & DeConcini","Crenshaw, Michael",Aff,"2											29.2																					Bellis																																								 1											29.3																					Konrad																																								 3											28.6																					Chang																																								 4											28.5																					DeConcini",
"George Mason AH																				Ahmed & Howley","Georgetown AM																				Anderson & Martinez","Samuel, Kristopher",Neg,"3											29.2																					Ahmed																																								 2											29.3																					Howley																																								 1											29.4																					Anderson																																								 4											29.1																					Martinez",
