Aff,Neg,Judging,Win
"Minnes Kowal & Shih																				Kowal & Shih","Samfor Emerson & Gregory																				Emerson & Gregory","Walters, Heather",Neg
"WaySta Brown & Reynolds																				Brown & Reynolds","Indiana Holland & Gupta																				Holland & Gupta","Morris, Eric",Aff
"Minnes Ferguson & Jamal																				Ferguson & Jamal","Indiana Bagan & Lincourt																				Bagan & Lincourt","Curtiss, Kristina",Aff
"Michigan State Pepper & Scullion																				Pepper & Scullion","Kentucky Eckert & Hackman																				Eckert & Hackman","Quinn, Lee",Neg
"Dartmouth Vergho & Lee																				Vergho & Lee","Indiana Oluwayomi & Liu																				Oluwayomi & Liu","Wunderlich, Carly",Aff
"Dartmouth Kadin & Shankar																				Kadin & Shankar","Kentucky Jamal & Sanchez																				Jamal & Sanchez","Klinger, Michael",Aff
"Michigan State Farber & Jones																				Farber & Jones","Missouri State Lucas & Dickerson																				Lucas & Dickerson","Fifelski, Kurt",Aff
"Michigan State Adair & Meloche																				Adair & Meloche","Missouri State Cade & Morrison																				Cade & Morrison","Stidham, Jasmine",Neg
"Michigan Smith & Vance																				Smith & Vance","Kentucky Ivackovic & Lucas																				Ivackovic & Lucas","Najor, Bruce",Neg
"Michigan Wang & McGraw																				Wang & McGraw","UC Berkeley Bellavita & Wimsatt																				Bellavita & Wimsatt","Repko, William",Neg
"Michigan State Sturt & Van Zant																				Sturt & Van Zant","WaySta Husic & Bagdon																				Husic & Bagdon","Dehmlow Dunne, Cameron",Neg
"Missouri State Kauffman & Van Dyke																				Kauffman & Van Dyke","Kentucky Kendrick & Lopez																				Kendrick & Lopez","DeLong, Brian",Neg
"Michigan State Grossman & Serrins																				Grossman & Serrins","Michigan Harrington & Love																				Harrington & Love","Garrett, Lincoln",Aff
"UC Berkeley Eusterman & Eusterman																				Eusterman & Eusterman","Michigan Pinheiro & Skoulikaris																				Pinheiro & Skoulikaris","Bannister, Dan",Aff
