Aff,Neg,Judging,Win
"Indiana Holland & Gupta																				Holland & Gupta","WaySta Husic & Bagdon																				Husic & Bagdon","Walrath, Caitlin",Neg
"Kentucky Kendrick & Lopez																				Kendrick & Lopez","UC Berkeley Eusterman & Eusterman																				Eusterman & Eusterman","Najor, Bruce",Neg
"Michigan Harrington & Love																				Harrington & Love","Michigan State Farber & Jones																				Farber & Jones","Curtiss, Kristina",Aff
"Kentucky Ivackovic & Lucas																				Ivackovic & Lucas","Dartmouth Kadin & Shankar																				Kadin & Shankar","Walters, Heather",Aff
"Missouri State Cade & Morrison																				Cade & Morrison","WaySta Brown & Reynolds																				Brown & Reynolds","Klinger, Michael",Aff
"Dartmouth Vergho & Lee																				Vergho & Lee","Michigan State Grossman & Serrins																				Grossman & Serrins","Fifelski, Kurt",Neg
"Kentucky Eckert & Hackman																				Eckert & Hackman","Michigan Wang & McGraw																				Wang & McGraw","Reamer, Hope",Aff
"Michigan Smith & Vance																				Smith & Vance","Samfor Emerson & Gregory																				Emerson & Gregory","Stidham, Jasmine",Aff
"Missouri State Kauffman & Van Dyke																				Kauffman & Van Dyke","Michigan Pinheiro & Skoulikaris																				Pinheiro & Skoulikaris","Repko, William",Neg
"Indiana Oluwayomi & Liu																				Oluwayomi & Liu","Missouri State Lucas & Dickerson																				Lucas & Dickerson","McIntosh, Valerie",Neg
"Michigan State Pepper & Scullion																				Pepper & Scullion","Indiana Bagan & Lincourt																				Bagan & Lincourt","Hirn, Kevin",Aff
"Kentucky Jamal & Sanchez																				Jamal & Sanchez","Minnes Ferguson & Jamal																				Ferguson & Jamal","Wunderlich, Carly",Neg
"UC Berkeley Bellavita & Wimsatt																				Bellavita & Wimsatt","Michigan State Adair & Meloche																				Adair & Meloche","Bannister, Dan",Aff
"Michigan State Sturt & Van Zant																				Sturt & Van Zant","Minnes Kowal & Shih																				Kowal & Shih","Morris, Eric",Neg
