Aff,Neg,Judging,Win
"Harvard-Westlake NW																				Nayar & Weinberg","Bellarmine  FU																				Foody & Upadhyayula","Jablonski, Ben",Aff
"St. Mark's School of Texas GT																				Goodapaty & Tagtmeier","Caddo Magnet KL																				Kiihnl & Lawrence","McFadden, Matthew",Neg
"Barstow LL																				Lubianestsky & Luce","Oak Park and River Forest KR																				Kahan-Harth & Ruland","Kurupassery, Akash",Aff
"Berkeley Prep ZK																				Kuperman & Zinober","Peninsula FW																				Frankwick & Wang","Zeppos, Ben",Neg
"Alpharetta HS BM																				Bokil & Moodley","Glenbrook North KP																				Kaufman & Pandit","Vergho, Tyler",Aff
"Washburn Rural KP																				Kessler & Peter","Liberal Arts and Science IJ																				Ilangovan & Jones","McFarland, Tracy",Aff
"Hillsboro SL																				Schelzig & Laghari","USN KF																				Kassim & Fox","Freehan, Tim",Neg
"Westminster FK																				Frank & Khanna","Jesuit  HN																				Hall & Nagorzanski","Ellis, Tim",Neg
"Oak Park and River Forest GS																				Griffith & Shafiro","Little Rock Central DF																				Doris & Fahoum","Wheeler, Scott",Aff
"Montgomery Bell KP																				Kalams & Pacconi","Henry W Grady NW																				Nkosi & Wakefield","Heidt, David",Neg
"Woodward WG																				Wombough & Ghanate","Carrollton School of the Sacred Heart CG																				Culmo & Garity","Mahoney, Tim",Neg
"Greenhill LH																				Leffler & Hurst","Whitney Young MM																				Margolin & Mitchell","Sudesh, Dhruv",Neg
"Barstow TM																				Tingle & Munsell","Glenbrook South BF																				Baime & Frese","Rosenthal, Ben",Neg
"Westwood BS																				Burugu & Shi","Bellarmine  HM																				Hiremath & Midha","McFarland, Ryan",Neg
"Blue Valley North FV																				Fisher & Valsan","USN CB																				Cheek & Barzelay","Chen, Yao Yao",Aff
"St. Mark's School of Texas YS																				Yang & Senapathy","Carrollton School of the Sacred Heart AB																				Arvanitis & Beharry","Munday, Matt",Aff
"Montgomery Bell CM																				Climaco & Maxwell","Blue Valley Southwest HP																				Helixon & Pieropan","Hirn, Kevin",Neg
"Little Rock Central GL																				Garg & Lam","Westminster MP																				Manghat & Pavur","Habermann, Julian",Aff
"Alpharetta HS SD																				Sandhu & Di","Woodward GR																				Ghanate & Reddy","Box, Brian",Neg
"Glenbrook South LK																				Kiefer & Leipzig","Whitney Young OH																				O'Malley & Hammond","Berthiaume, Maggie",Aff
"Wylie E. Groves RG																				Rajagopalan & Gruich","Berkeley Prep SS																				Shonka & Saravana","Kuang, Grace",Neg
"Liberal Arts and Science GP																				Gu & Poe","Montgomery Bell GH																				Green & Herrmann","Adam, Amar",Neg
"Greenhill GM																				Gouru & Meng","Chattahoochee AM																				Adam & Manne","Gonzalez, Joshua",Neg
"Taipei American PW																				Phil & Wang","Dallas Highland Park ML																				Muse & Lam","Bradford, William",Neg
