Aff,Neg,Judging,Win
"UTD CH																				Carlin & Harmon","MOState KR																				King & Reeves","Justice, Jacob",Aff
"Kansas FM																				Fry & Massa","UCO CM																				Colquitt & Moore","Michael, Joshua",Aff
"Emporia LS																				LaMunyon & Sims","UTD BK																				Beutelspacher & Kaul","Brennan, Eli",Neg
"Kansas HE																				Henry & Esquivel-Yglesias","UMKC CS																				Curry & Schartz","Engelbert, Issie",Neg
"Baylor GG																				Gerbrandt & Graham","Texas CV																				Coltzer & Vaidya","Harris, Scott",Neg
"Kansas HO																				Hoffman & Ottinger","Texas SW																				Sen & Watts","montee, @smallbiz andy",Neg
"Texas HM																				Hutchinson & McKinley","UTD BG																				Brown & Gilbert","Maurer, Samuel",Neg
"UMKC HD																				Hauschildt & Davis","WSU HB																				Hinecker & Benson","Stanfield, Daniel",Neg
"MOState MW																				Morrison & Waggoner","WSU WB																				Brown & Wedel","Chase, Allie",Aff
"Kansas BT																				Bastian & Thomas","MOState AS																				Allgood & Smith","McCullough, Hunter",Aff
"Texas AC																				Ambrose & Cupo","MOState KV																				Kauffman & Van Dyke","Jennings, Nicholas",Neg
"Emporia KM																				Kuiper & Monteith","UTD WI																				Watson & Iske","Bonitto, Mia",Aff
"Kansas SV																				Snow & Velo","MOState DE																				Dickerson & Evans","Garner, Richard",Aff
"UTSA OW																				Okolo & Weathersby","UMKC MW																				Mitchell & Willett","Barlow, Michael",Neg
"Baylor SW																				Smith & Wyatt","MOState HP																				Hopkins & Pieper","Loghry, Chris",Aff
