Aff,Neg,Judging,Win
"Wake Forest AC																				Aaron & Cisse","Binghampton DB																				De Los Santos & Bateman","Sanchez, Taylor",Aff
"Mary Washington/Minnesota HK																				Huebler & Kowal","George Mason AH																				Ahmed & Howley","Herndon, James",Neg
"Central Florida UC																				Uhlig & Christie","George Mason BH																				Buckner & Hansen","Athanasopoulos, Charles-Anthony",Neg
"Baylor RW																				Ramsey & Wilson","George Mason LR																				Ludwig & Reddy","Kohli, Vikram",Aff
"UT Dallas BG																				Brown & Gilbert","Georgia AR																				Agrawal & Ramanan","Joseph, Anthony",Neg
"Michigan JR																				Jacobs & Roche","Georgia State AC																				Arashanapalli & Croitoru","Sheaff, Simon",Aff
"Baylor GG																				Gerbrandt & Graham","Harvard CM																				Cooper & Midha","Hamaker, Joe",Neg
"Kansas HO																				Hoffman & Ottinger","Indiana GK																				Gupta & Kalyan","Thur, Tyler",Aff
"Emory BY																				Burgess & Yamout","Indiana LL																				Little & Lincourt","Wimsatt, Michael",Aff
"Southern California WK																				Wang & Kuffour","Iowa BR																				Bennett & Roetlin","Murphy, Devane",Aff
"Gonzaga BM																				Basler & Martin","Iowa GL																				Gustavson & Liriano","Smale, Bee",Neg
"James Madison HM																				Harris & Mingo","Central Oklahoma CM																				Colquitt & Moore","Reid-Brinkley, Shanara",Neg
"Michigan State SJ																				Scullion & Jones","James Madison BK																				Bellis & Konrad","Revelins, Armands",Aff
"Northwestern GY																				Garcia-Mendoza & Young","Kansas BT																				Bastian & Thomas","Malsin, Mikaela",Aff
"Missouri State KD																				King & Dobler","Kansas State LE																				Leyba & Engle","Leonardi, Chris",Neg
"George Mason GB																				Graham & Biggs","Kentucky BT																				Bannister & Trufanov","Gliniecki, Tom",Neg
"Concordia HS																				Harvanko & Shih","Liberty AG																				Alvord & Green","Imes, Josh",Neg
"Wake Forest MT																				Marban & Tomasi","Liberty AS																				Allison & Stewart","Wunderlich, Carly",Aff
"Georgia HH																				Haskins & Hoover","Liberty DE																				DeMunbrun & Edwards","Clifford, Bennett",Aff
"Minnesota KW																				Kostelny & Wang","Liberty HT																				Harrington & Thomas","Ogbuli, Anthony",Aff
"Georgetown BP																				Bernstein & Piliero","Liberty MS																				Macumber & Samuel","Jackson, Christopher",Aff
"Cornell LT																				Luciani & Tilmes","Louisville BY																				Benthall & Yeargin","Yahom, Jefferson",Neg
"Kansas EH																				Esquivel-Yglesias & Henry","Concordia BS																				Boals & Spindler","Schauer, Courtney",Aff
"NYU BS																				Booth & Sherman","Louisville RL																				Ridgeway & Lyles","Buttgereit, Thomas",Aff
"UNLV RR																				Reese & Ryerson","Michigan WG																				Walrath & Goldschlag","Quinn, Lee",Neg
"Dartmouth TE																				Tambe & Estrada","Michigan RL																				Rogers & Love","Souders, Michael",Aff
"Southern California HR																				Hussaini & Robertson","Michigan PP																				Pujol & Pierry","Buntin, Jeff",Neg
"UNLV HS																				Horn & Smith","Michigan SV																				Smith & Vance","Repko, William",Aff
"Cornell CD																				Chang & Dahms","Michigan State BP																				Brown & Pepper","Kwon, Young",Neg
"Iowa NO																				Namakula & Oberto-Besso","Minnesota FJ																				Ferguson & Jamal","Hagwood, Ben",Aff
"Indiana AD																				Aaronson & Dehmlow Dunne","Missouri - Kansas City HD																				Hauschildt & Davis","Esman, Pauline",Aff
"Georgia GW																				Gollner & Weintraub","Missouri - Kansas City MW																				Mitchell & Willett","Kelley, Brandon",Neg
"Michigan State SG																				Serrins & Grossman","Missouri State DH																				Dickerson & Hopkins","Knez, Natalie",Aff
"Oklahoma JS																				Juarez & Smith","Dartmouth SS																				Safieddine & Srinivasan","Bunas, Shae",Aff
"Emory CM																				Cerny & Morbeck","Missouri State PE																				Evans & Pieper","Adam, Amar",Aff
"Wayne State CH																				Curtiss & Husic","Missouri State SK																				Kauffman & Slocum","Louvis, Ezra",Aff
"Kansas BD																				Butler & Delph","Navy RB																				Bowden & Rock","Johnson, Willie",Aff
"Michigan SK																				Stras & Kane","Northwestern JW																				Jankovsky & Weideman","Rothenbaum, Nathan",Neg
"Pittsburgh FK																				Ferolie & Ku","Oklahoma PW																				Pickens & White","Johnson, Korey",Neg
"Missouri State AS																				Allgood & Smith","Pittsburgh OP																				Osei & Pickert","Murray, Steven",Neg
"Trinity DK																				Dill & Khullar","Puget Sound EW																				Espinoza Vega & Willoughy","Cerja, Cecilia",Aff
"Georgia RS																				Rice & Stupek","Puget Sound FR																				Frank & Ritner","Robinson, Quaram",Aff
"Harvard BG																				Borbon & Gordon","Purdue SJ																				Sidhu & Joseph","Meyers-Levy, Dustin",Aff
"Georgetown GW																				Gibson & Won","Rutgers-Newark AH																				Asafu-Adjaye & hemnarine","Kezios, Roman",Neg
"Missouri State VW																				Waggoner & Van Dyke","Emory AJ																				Allums & Jablonski","Jensen, William",Aff
"Binghampton AY																				Allan & Yan","Samford EW																				Emerson & Windus","Baez, Kristiana",Aff
"Kansas HM																				Hegna & Martin","Southern California DR																				Dille & Rosenthal","Karthikeyan, Viveth",Aff
"Rutgers-Newark WL																				Wyche & Landrum","Texas HM																				Hutchinson & McKinley","Ortiz, Kate",Neg
"Rochester AV																				Abdulla & Voltime-Fleurisca","Texas SW																				Sen & Watts","Jackson, Jalisa",Neg
"Pittsburgh KL																				Katz & Lee","Trinity GG																				Glancy & Grimsley","Crunkilton, Cody",Neg
"Miami HL																				Homeijer & Lynch","Trinity LP																				Lair & Pereda","Hiland, Al",Neg
"Georgia State FR																				Flint & Regev","UC Berkeley GF																				Gray & Fleming","Brovero, Adrienne",Neg
"George Mason MT																				Mahowald & Turpen","UC Berkeley NR																				Neelakandan & Ramesh","Mollison, James",Neg
"Wichita State HP																				Hinecker & Phillips","UC Berkeley SW																				Sudesh & Wimsatt","Garrett, Lincoln",Aff
"Baylor SW																				Smith & Wyatt","UT Dallas KB																				Kaul & Beutelspacher","Bhattacharjee, Risha",Aff
"Texas AC																				Ambrose & Cupo","Emory GS																				Gazmararian & Shaikh","Kelsie, Amber",Neg
"Navy GL																				Gutierrez & Lewis","Wake Forest EW																				Edwards & Williams","Gallini-Matyas, Izak",Neg
"Minnesota LR																				Lamet & Rao","Wake Forest HV																				Harper & Van Schenck","Yonter, Victoria",Neg
"Northwestern BU																				Byrne & Unni","Wayne State AD																				Anton & Davis","McIntosh, Valerie",Neg
"Kentucky HR																				Hackman & Rivas","Wayne State RN																				Nelson & Reynolds","Rooney, David",Aff
"UT Dallas MW																				Watson & Mccarty","Wichita State WL																				Welch & Lett","Hagney, Mitch",Neg
"Emory GN																				Gu & Navarrete","West Virginia BM																				Baker & Modestita","Justice, Jacob",Neg
"Missouri State MR																				Morrison & Reeves","Emory KW																				Krauss & Wells","Solice, Maggie",Neg
"Northwestern FL																				Fridman & Lowe","Emporia State KM																				kuiper & Monteith","Stanfield, Daniel",Aff
"Kansas FM																				Fry & Massa","Florida JC																				Jean-Baptiste & Callaghan","Brennan, Eli",Aff
