Aff,Neg,Judging,Win
"UC Berkeley SW																				Sudesh & Wimsatt","Northwestern BU																				Byrne & Unni","Malsin, Mikaela",Aff
"Southern California DR																				Dille & Rosenthal","Binghampton DB																				De Los Santos & Bateman","Regnier, Jason",Aff
"Missouri State KD																				King & Dobler","Southern California HR																				Hussaini & Robertson","Rothenbaum, Nathan",Neg
"Missouri - Kansas City HD																				Hauschildt & Davis","George Mason MT																				Mahowald & Turpen","Baez, Kristiana",Aff
"Minnesota LR																				Lamet & Rao","Kansas BT																				Bastian & Thomas","Walters, Heather",Neg
"Pittsburgh FK																				Ferolie & Ku","Miami HL																				Homeijer & Lynch","Dhillon, Kiran",Aff
"Indiana GK																				Gupta & Kalyan","Cornell LT																				Luciani & Tilmes","Athanasopoulos, Charles-Anthony",Neg
"UT Dallas MW																				Watson & Mccarty","Georgia State FR																				Flint & Regev","Brennan, Eli",Aff
"Missouri State DH																				Dickerson & Hopkins","Baylor GG																				Gerbrandt & Graham","Rubaie, Brian",Neg
"Binghampton AY																				Allan & Yan","Emory GS																				Gazmararian & Shaikh","Patrice, Joe",Aff
"Emory KW																				Krauss & Wells","Puget Sound EW																				Espinoza Vega & Willoughy","Steiner, Rebecca",Aff
"Wayne State RN																				Nelson & Reynolds","Liberty DE																				DeMunbrun & Edwards","Szczechowski, Erin",Neg
"UT Dallas KB																				Kaul & Beutelspacher","Indiana LL																				Little & Lincourt","Shook, Lindsey",Aff
"George Mason LR																				Ludwig & Reddy","Cornell CD																				Chang & Dahms","Harkins, Matt",Aff
"Missouri State AS																				Allgood & Smith","Mary Washington/Minnesota HK																				Huebler & Kowal","Repko, William",Aff
"Minnesota FJ																				Ferguson & Jamal","Central Florida UC																				Uhlig & Christie","Cerja, Cecilia",Neg
"Missouri State PE																				Evans & Pieper","Navy GL																				Gutierrez & Lewis","Yonter, Victoria",Neg
"Emory GN																				Gu & Navarrete","Puget Sound FR																				Frank & Ritner","Rubino, Kathryn",Neg
"Kansas State LE																				Leyba & Engle","Louisville RL																				Ridgeway & Lyles","Queirolo, Kat",Neg
"Georgetown GW																				Gibson & Won","Samford EW																				Emerson & Windus","Justice, Jacob",Neg
"Georgetown BP																				Bernstein & Piliero","Concordia BS																				Boals & Spindler","McVey, Alex",Neg
"Concordia HS																				Harvanko & Shih","Michigan RL																				Rogers & Love","Johnson, Korey",Neg
"Missouri State MR																				Morrison & Reeves","James Madison HM																				Harris & Mingo","Yahom, Jefferson",Aff
"George Mason GB																				Graham & Biggs","Liberty AS																				Allison & Stewart","Souders, Michael",Aff
"Georgia GW																				Gollner & Weintraub","Georgia State AC																				Arashanapalli & Croitoru","Lee, George",Aff
"Navy RB																				Bowden & Rock","Missouri State SK																				Kauffman & Slocum","Crunkilton, Cody",Neg
"Emory CM																				Cerny & Morbeck","Wake Forest AC																				Aaron & Cisse","Clarke, Kevin",Neg
"Kentucky BT																				Bannister & Trufanov","Missouri - Kansas City MW																				Mitchell & Willett","Chase, Allie",Aff
"Texas HM																				Hutchinson & McKinley","UNLV HS																				Horn & Smith","Bolman, Brad",Neg
