Aff,Neg,Judging,Win
"Kansas HM																				Hegna & Martin","Oklahoma JS																				Juarez & Smith","Morgan, Will",Neg
"UNLV HS																				Horn & Smith","George Mason AH																				Ahmed & Howley","Clifford, Bennett",Aff
"Michigan WG																				Walrath & Goldschlag","Missouri - Kansas City MW																				Mitchell & Willett","Baez, Kristiana",Aff
"Georgetown BP																				Bernstein & Piliero","Dartmouth TE																				Tambe & Estrada","Bankey, Brendon",Aff
"Iowa GL																				Gustavson & Liriano","Kansas BD																				Butler & Delph","Johnson, Korey",Neg
"Rutgers-Newark AH																				Asafu-Adjaye & hemnarine","Michigan State SJ																				Scullion & Jones","Thomas, Michelle",Neg
"Wake Forest EW																				Edwards & Williams","Liberty HT																				Harrington & Thomas","Lee, George",Aff
"Michigan State BP																				Brown & Pepper","Wake Forest AC																				Aaron & Cisse","Brennan, Eli",Aff
"Trinity DK																				Dill & Khullar","Emory AJ																				Allums & Jablonski","Hamaker, Joe",Aff
"Wichita State WL																				Welch & Lett","Pittsburgh KL																				Katz & Lee","Stanfield, Daniel",Aff
"Michigan SV																				Smith & Vance","Minnesota KW																				Kostelny & Wang","Klarman, Brian",Aff
"Binghampton AY																				Allan & Yan","UC Berkeley GF																				Gray & Fleming","Clarke, Kevin",Neg
"Kansas EH																				Esquivel-Yglesias & Henry","Trinity LP																				Lair & Pereda","Deming, Kyle",Aff
"Northwestern FL																				Fridman & Lowe","UNLV RR																				Reese & Ryerson","Hirn, Kevin",Aff
"Louisville BY																				Benthall & Yeargin","Texas HM																				Hutchinson & McKinley","Joseph, Anthony",Aff
"West Virginia BM																				Baker & Modestita","Emory CM																				Cerny & Morbeck","Kelsie, Amber",Neg
"Trinity GG																				Glancy & Grimsley","Wichita State HP																				Hinecker & Phillips","Hiland, Al",Aff
"Michigan PP																				Pujol & Pierry","Wake Forest MT																				Marban & Tomasi","Samuels, Phil",Neg
"Pittsburgh OP																				Osei & Pickert","George Mason BH																				Buckner & Hansen","Brough, Taylor",Neg
"Wayne State CH																				Curtiss & Husic","Concordia BS																				Boals & Spindler","Harris, Scott",Neg
"NYU BS																				Booth & Sherman","Kentucky HR																				Hackman & Rivas","McFarland, Hunter",Neg
"UC Berkeley SW																				Sudesh & Wimsatt","Georgia HH																				Haskins & Hoover","Makuch, Flynn",Aff
"Oklahoma PW																				Pickens & White","UC Berkeley NR																				Neelakandan & Ramesh","Chebrolu, Rishi",Aff
"Rutgers-Newark WL																				Wyche & Landrum","Michigan JR																				Jacobs & Roche","Maurer, Samuel",Neg
"Pittsburgh FK																				Ferolie & Ku","Texas SW																				Sen & Watts","Astacio, Carlos",Neg
"UT Dallas MW																				Watson & Mccarty","Kansas FM																				Fry & Massa","Bess, Jeff",Neg
"UT Dallas KB																				Kaul & Beutelspacher","Harvard BG																				Borbon & Gordon","Turner, John",Aff
"Northwestern BU																				Byrne & Unni","Baylor RW																				Ramsey & Wilson","Smale, Bee",Neg
"Kansas HO																				Hoffman & Ottinger","George Mason LR																				Ludwig & Reddy","Patrice, Joe",Aff
"Missouri State VW																				Waggoner & Van Dyke","Louisville RL																				Ridgeway & Lyles","Imes, Josh",Aff
"Florida JC																				Jean-Baptiste & Callaghan","Purdue SJ																				Sidhu & Joseph","Smith, Jesse",Neg
"Cornell LT																				Luciani & Tilmes","Puget Sound FR																				Frank & Ritner","Johnson, Willie",Aff
"Iowa BR																				Bennett & Roetlin","Georgetown GW																				Gibson & Won","McCullough, Hunter",Neg
"Wake Forest HV																				Harper & Van Schenck","Emory GS																				Gazmararian & Shaikh","Hart, Andrew",Neg
"Missouri - Kansas City HD																				Hauschildt & Davis","Kansas BT																				Bastian & Thomas","Larsen, Beau",Aff
