Aff,Neg,Judging,Win
"UC Berkeley SW																				Sudesh & Wimsatt","Kansas FM																				Fry & Massa","Buntin, Jeff",Neg
"Liberty MS																				Macumber & Samuel","Minnesota LR																				Lamet & Rao","McFarland, Hunter",Aff
"Purdue SJ																				Sidhu & Joseph","Gonzaga BM																				Basler & Martin","Jackson, Christopher",Neg
"Iowa GL																				Gustavson & Liriano","Harvard BG																				Borbon & Gordon","Ogbuli, Anthony",Neg
"Liberty AS																				Allison & Stewart","Baylor GG																				Gerbrandt & Graham","Najor, Bruce",Neg
"Harvard CM																				Cooper & Midha","Wake Forest MT																				Marban & Tomasi","Thur, Tyler",Aff
"Michigan PP																				Pujol & Pierry","Michigan State SJ																				Scullion & Jones","Gliniecki, Tom",Neg
"James Madison BK																				Bellis & Konrad","Southern California HR																				Hussaini & Robertson","Justice, Jacob",Neg
"Binghampton DB																				De Los Santos & Bateman","James Madison HM																				Harris & Mingo","Sugino, Corinne",Aff
"UT Dallas KB																				Kaul & Beutelspacher","Navy GL																				Gutierrez & Lewis","Quinn, Lee",Aff
"Puget Sound EW																				Espinoza Vega & Willoughy","UNLV RR																				Reese & Ryerson","Harris, Scott",Neg
"Michigan WG																				Walrath & Goldschlag","Trinity DK																				Dill & Khullar","Sheaff, Simon",Aff
"George Mason AH																				Ahmed & Howley","Dartmouth TE																				Tambe & Estrada","Kelley, Brandon",Aff
"Michigan RL																				Rogers & Love","Mary Washington/Minnesota HK																				Huebler & Kowal","Crane, Leonora",Neg
"Indiana GK																				Gupta & Kalyan","Pittsburgh FK																				Ferolie & Ku","Hilligoss, Derek",Neg
"Oklahoma PW																				Pickens & White","Kansas HO																				Hoffman & Ottinger","Larsen, Beau",Aff
"George Mason BH																				Buckner & Hansen","Kansas HM																				Hegna & Martin","Matheson, Calum",Neg
"Southern California DR																				Dille & Rosenthal","Central Florida UC																				Uhlig & Christie","Crossan, Ben",Aff
"Iowa BR																				Bennett & Roetlin","Michigan SK																				Stras & Kane","Walberg, Alaina",Neg
"Central Oklahoma CM																				Colquitt & Moore","Wake Forest AC																				Aaron & Cisse","Lee, George",Neg
"Northwestern JW																				Jankovsky & Weideman","Southern California WK																				Wang & Kuffour","Smale, Bee",Aff
"Emory AJ																				Allums & Jablonski","Georgia RS																				Rice & Stupek","Bess, Jeff",Neg
"Puget Sound FR																				Frank & Ritner","Missouri State VW																				Waggoner & Van Dyke","Cerja, Cecilia",Neg
"Concordia BS																				Boals & Spindler","George Mason GB																				Graham & Biggs","Kozak, Christopher",Aff
"Kentucky BT																				Bannister & Trufanov","Kansas EH																				Esquivel-Yglesias & Henry","Crunkilton, Cody",Aff
"Trinity GG																				Glancy & Grimsley","Binghampton AY																				Allan & Yan","Kohli, Vikram",Neg
"Samford EW																				Emerson & Windus","Pittsburgh KL																				Katz & Lee","Kwon, Young",Neg
"Kansas State LE																				Leyba & Engle","Oklahoma JS																				Juarez & Smith","Yahom, Jefferson",Neg
"Dartmouth SS																				Safieddine & Srinivasan","Missouri State KD																				King & Dobler","Louvis, Ezra",Aff
"Navy RB																				Bowden & Rock","UT Dallas BG																				Brown & Gilbert","Taylor, Terrell",Neg
"George Mason LR																				Ludwig & Reddy","Emory CM																				Cerny & Morbeck","Clifford, Bennett",Neg
"Georgia AR																				Agrawal & Ramanan","Kansas BD																				Butler & Delph","Baez, Kristiana",Aff
"Missouri - Kansas City MW																				Mitchell & Willett","Michigan State SG																				Serrins & Grossman","Kilpatrick, David",Neg
"Missouri State DH																				Dickerson & Hopkins","Georgia GW																				Gollner & Weintraub","Herndon, James",Aff
"Texas HM																				Hutchinson & McKinley","Cornell CD																				Chang & Dahms","Mollison, James",Aff
"Michigan State BP																				Brown & Pepper","Rutgers-Newark WL																				Wyche & Landrum","Robinson, Quaram",Aff
"Wichita State WL																				Welch & Lett","Baylor RW																				Ramsey & Wilson","Bunas, Shae",Neg
"Missouri State PE																				Evans & Pieper","UT Dallas MW																				Watson & Mccarty","Rothenbaum, Nathan",Neg
"Wayne State AD																				Anton & Davis","Concordia HS																				Harvanko & Shih","Joseph, Anthony",Aff
"Liberty AG																				Alvord & Green","Northwestern BU																				Byrne & Unni","Adam, Amar",Neg
