Aff,Neg,Judging,Win
"Trinity LP																				Lair & Pereda","Northwestern GY																				Garcia-Mendoza & Young","McIntosh, Valerie",Neg
"Pittsburgh OP																				Osei & Pickert","Northwestern FL																				Fridman & Lowe","Revelins, Armands",Aff
"Emporia State KM																				kuiper & Monteith","Missouri State AS																				Allgood & Smith","Leonardi, Chris",Aff
"Missouri State SK																				Kauffman & Slocum","Minnesota KW																				Kostelny & Wang","Esman, Pauline",Neg
"Liberty HT																				Harrington & Thomas","Wayne State CH																				Curtiss & Husic","Brennan, Eli",Aff
"Georgia State AC																				Arashanapalli & Croitoru","Texas AC																				Ambrose & Cupo","Johnson, Korey",Neg
"Kansas BT																				Bastian & Thomas","Miami HL																				Homeijer & Lynch","Repko, William",Aff
"Emory GS																				Gazmararian & Shaikh","Michigan JR																				Jacobs & Roche","Harkins, Matt",Aff
"Missouri - Kansas City HD																				Hauschildt & Davis","Rochester AV																				Abdulla & Voltime-Fleurisca","Rooney, David",Aff
"West Virginia BM																				Baker & Modestita","UNLV HS																				Horn & Smith","Lowe, Kristen",Neg
"Louisville BY																				Benthall & Yeargin","Emory BY																				Burgess & Yamout","Roark, Collin",Neg
"Wake Forest EW																				Edwards & Williams","Baylor SW																				Smith & Wyatt","Jackson, Jalisa",Aff
"Wake Forest HV																				Harper & Van Schenck","Georgetown BP																				Bernstein & Piliero","Grasse, Donald",Neg
"Florida JC																				Jean-Baptiste & Callaghan","Wichita State HP																				Hinecker & Phillips","Christophersen, Coco",Aff
"Wayne State RN																				Nelson & Reynolds","Georgetown GW																				Gibson & Won","Murphy, Devane",Aff
"Rutgers-Newark AH																				Asafu-Adjaye & hemnarine","Kentucky HR																				Hackman & Rivas","montee, andy",Aff
"Emory KW																				Krauss & Wells","Georgia HH																				Haskins & Hoover","Wunderlich, Carly",Neg
"Liberty DE																				DeMunbrun & Edwards","Missouri State MR																				Morrison & Reeves","Knez, Natalie",Aff
"Louisville RL																				Ridgeway & Lyles","George Mason MT																				Mahowald & Turpen","Sanchez, Taylor",Aff
"Indiana LL																				Little & Lincourt","Cornell LT																				Luciani & Tilmes","Brough, Taylor",Neg
"Minnesota FJ																				Ferguson & Jamal","Georgia State FR																				Flint & Regev","Steiner, Rebecca",Aff
"UC Berkeley GF																				Gray & Fleming","Iowa NO																				Namakula & Oberto-Besso","Chase, Allie",Aff
"Texas SW																				Sen & Watts","Indiana AD																				Aaronson & Dehmlow Dunne","Athanasopoulos, Charles-Anthony",Aff
"Michigan SV																				Smith & Vance","Emory GN																				Gu & Navarrete","Wimsatt, Michael",Aff
"UC Berkeley NR																				Neelakandan & Ramesh","NYU BS																				Booth & Sherman","Bhattacharjee, Risha",Aff
