Aff,Neg,Judging,Win,Points/Ranks,Ranks
"Cornel OS																				Oladipo & Srikumar","Bingha AY																				Allan & Yan","Poapst, Jackie",Neg,"3											28.5																					Oladipo																																								 4											26.8																					Srikumar																																								 1											29.4																					Allan																																								 2											29.2																					Yan",
"UniSta SM																				Smith & McKaughan","Cornel MS																				Ma & Safer","Reddick, Trevor",Neg,"3											28.2																					Smith																																								 4											28																					McKaughan																																								 1											28.4																					Ma																																								 2											28.3																					Safer",
"NYU JW																				Johnwell & Wang","Bingha MeDe																				Mendelson & De Los Santos","Johnson, Willie",Aff,"1											29.9																					Johnwell																																								 2											29.8																					Wang																																								 4											29.6																					Mendelson																																								 3											29.7																					De Los Santos",
"Libert AG																				Alvord & Green","Bingha BP																				Barry & Pan","Imes, Josh",Neg,"3											28.5																					Alvord																																								 4											28.4																					Green																																								 1											28.7																					Barry																																								 2											28.6																					Pan",
"Libert BS																				Barnett & Stewart","Bingha MD																				McFarlane & Diaz","Woodward, David Michael",Aff,"1											28.5																					Barnett																																								 2											28.2																					Stewart																																								 3											28.1																					McFarlane																																								 4											28																					Diaz",
"Monmou AH																				Allsopp & Harpe","Bingha MB																				Moore & Bateman","Byram, Timothy",Aff,"2											28.1																					Allsopp																																								 1											28.2																					Harpe																																								 4											27.9																					Moore																																								 3											28																					Bateman",
"UniSta MS																				Minter & Smith","WesVir BM																				Baker & Modestita","Herrera, Lenny",Neg,"3											28.6																					Minter																																								 4											28.4																					Smith																																								 1											29.3																					Baker																																								 2											29																					Modestita",
