Aff,Neg,Judging,Win
"UNLV RR																				Reese & Ryerson","Harvard BG																				Borbon & Gordon","Najor, Bruce",Neg
"Michigan SK																				Stras & Kane","Missouri State MR																				Morrison & Reeves","DeLong, Brian",Aff
"Wayne State CH																				Curtiss & Husic","Georgia State AC																				Arashanapalli & Croitoru","Deming, Kyle",Aff
"Northwestern JW																				Jankovsky & Weideman","Rutgers-Newark AH																				Asafu-Adjaye & hemnarine","Mollison, James",Aff
"Kansas State LE																				Leyba & Engle","Miami HL																				Homeijer & Lynch","Bosch, Emily",Neg
"Dartmouth SS																				Safieddine & Srinivasan","James Madison HM																				Harris & Mingo","Harris, Scott",Aff
"Rutgers-Newark WL																				Wyche & Landrum","Missouri State DH																				Dickerson & Hopkins","Cerja, Cecilia",Aff
"Gonzaga BM																				Basler & Martin","Mary Washington/Minnesota HK																				Huebler & Kowal","Wunderlich, Carly",Aff
"Pittsburgh FK																				Ferolie & Ku","Emory AJ																				Allums & Jablonski","Harkins, Matt",Neg
"UC Berkeley SW																				Sudesh & Wimsatt","Liberty DE																				DeMunbrun & Edwards","Thur, Tyler",Aff
"Trinity LP																				Lair & Pereda","Wayne State RN																				Nelson & Reynolds","Revelins, Armands",Aff
"Minnesota FJ																				Ferguson & Jamal","UT Dallas BG																				Brown & Gilbert","McFarland, Hunter",Neg
"Iowa BR																				Bennett & Roetlin","Puget Sound FR																				Frank & Ritner","Rooney, David",Aff
"UT Dallas MW																				Watson & Mccarty","Central Oklahoma CM																				Colquitt & Moore","Robinson, Quaram",Neg
"Georgia RS																				Rice & Stupek","Wake Forest AC																				Aaron & Cisse","Crossan, Ben",Aff
"Louisville RL																				Ridgeway & Lyles","Texas AC																				Ambrose & Cupo","Jackson, Jalisa",Neg
"Concordia HS																				Harvanko & Shih","Michigan PP																				Pujol & Pierry","Stanfield, Daniel",Neg
"Emory GN																				Gu & Navarrete","Indiana AD																				Aaronson & Dehmlow Dunne","Bess, Jeff",Neg
"James Madison BK																				Bellis & Konrad","Emory KW																				Krauss & Wells","Sugino, Corinne",Aff
"Minnesota LR																				Lamet & Rao","Baylor SW																				Smith & Wyatt","Hagwood, Ben",Neg
"Indiana LL																				Little & Lincourt","Wichita State HP																				Hinecker & Phillips","Gliniecki, Tom",Neg
"Missouri State PE																				Evans & Pieper","Michigan JR																				Jacobs & Roche","Grasse, Donald",Neg
"Michigan RL																				Rogers & Love","Louisville BY																				Benthall & Yeargin","Sanchez, Taylor",Neg
"Purdue SJ																				Sidhu & Joseph","Baylor GG																				Gerbrandt & Graham","Ortiz, Kate",Aff
"Emory GS																				Gazmararian & Shaikh","Kentucky BT																				Bannister & Trufanov","McIntosh, Valerie",Aff
"George Mason MT																				Mahowald & Turpen","Liberty AS																				Allison & Stewart","Yahom, Jefferson",Aff
"Missouri State SK																				Kauffman & Slocum","Indiana GK																				Gupta & Kalyan","Kelley, Brandon",Neg
"Georgia GW																				Gollner & Weintraub","Georgia State FR																				Flint & Regev","Crunkilton, Cody",Neg
"Missouri State KD																				King & Dobler","Puget Sound EW																				Espinoza Vega & Willoughy","Bhattacharjee, Risha",Neg
"Rochester AV																				Abdulla & Voltime-Fleurisca","George Mason GB																				Graham & Biggs","Brennan, Eli",Aff
"Navy RB																				Bowden & Rock","Samford EW																				Emerson & Windus","Clifford, Bennett",Neg
"Oklahoma JS																				Juarez & Smith","Baylor RW																				Ramsey & Wilson","Buttgereit, Thomas",Neg
"Michigan State SJ																				Scullion & Jones","Oklahoma PW																				Pickens & White","Kilpatrick, David",Neg
"Dartmouth TE																				Tambe & Estrada","Kansas HM																				Hegna & Martin","Kwon, Young",Neg
