Aff,Neg,Judging,Win
"UMKC HD																				Hauschildt & Davis","MOState KR																				King & Reeves","Richey, Kate",Aff
"UMKC CS																				Curry & Schartz","Kansas SV																				Snow & Velo","Brennan, Eli",Aff
"MOState KV																				Kauffman & Van Dyke","UTD BK																				Beutelspacher & Kaul","Bajorek, Benton",Neg
"WSU HB																				Hinecker & Benson","Kansas BT																				Bastian & Thomas","Reichle, Matthew",Neg
"Texas HM																				Hutchinson & McKinley","UMKC MW																				Mitchell & Willett","Chase, Allie",Neg
"MOState AS																				Allgood & Smith","UTSA OW																				Okolo & Weathersby","Rooney, David",Neg
"Kansas FiMa																				Fitzpatrick & Martin","Texas AC																				Ambrose & Cupo","Bess, Jeff",Aff
"UTD WI																				Watson & Iske","Emporia LS																				LaMunyon & Sims","Harris, Scott",Aff
"Kansas HO																				Hoffman & Ottinger","MOState DE																				Dickerson & Evans","McCullough, Hunter",Aff
"UTD CH																				Carlin & Harmon","Texas CV																				Coltzer & Vaidya","Bricker, Brett",Neg
"UTD BG																				Brown & Gilbert","WSU WB																				Brown & Wedel","Knight, Gabby",Aff
"UCO CM																				Colquitt & Moore","Baylor SW																				Smith & Wyatt","montee, @smallbiz andy",Neg
"Kansas HE																				Henry & Esquivel-Yglesias","Texas SW																				Sen & Watts","Joseph, Anthony",Aff
"Kansas FM																				Fry & Massa","Baylor GG																				Gerbrandt & Graham","Keleman, Jesse",Aff
"MOState MW																				Morrison & Waggoner","Emporia KM																				Kuiper & Monteith","Garcia-Lugo, Juan",Neg
