Aff,Neg,Judging,Win
"Harvard CM																				Cooper & Midha","Kansas HM																				Hegna & Martin","Deming, Kyle",Neg
"Baylor RW																				Ramsey & Wilson","Iowa NO																				Namakula & Oberto-Besso","Lee, George",Neg
"Northwestern GY																				Garcia-Mendoza & Young","Trinity DK																				Dill & Khullar","Revelins, Armands",Aff
"Liberty HT																				Harrington & Thomas","Trinity GG																				Glancy & Grimsley","Maurer, Samuel",Aff
"George Mason BH																				Buckner & Hansen","Georgetown BP																				Bernstein & Piliero","Kezios, Roman",Neg
"Harvard BG																				Borbon & Gordon","Indiana AD																				Aaronson & Dehmlow Dunne","Hagney, Mitch",Neg
"George Mason AH																				Ahmed & Howley","Kansas EH																				Esquivel-Yglesias & Henry","Morgan, Will",Aff
"Kansas FM																				Fry & Massa","Emory BY																				Burgess & Yamout","Manchester, Jack",Neg
"Missouri - Kansas City MW																				Mitchell & Willett","Wichita State WL																				Welch & Lett","Smale, Bee",Aff
"Michigan State SJ																				Scullion & Jones","Michigan SV																				Smith & Vance","Morris, Eric",Aff
"Michigan JR																				Jacobs & Roche","Rutgers-Newark AH																				Asafu-Adjaye & hemnarine","McBride, Brian",Neg
"Emory GS																				Gazmararian & Shaikh","UC Berkeley SW																				Sudesh & Wimsatt","Hamaker, Joe",Aff
"Texas SW																				Sen & Watts","Michigan State BP																				Brown & Pepper","Harris, Scott",Neg
"Georgia HH																				Haskins & Hoover","Wake Forest EW																				Edwards & Williams","Baez, Kristiana",Neg
"Concordia BS																				Boals & Spindler","Wake Forest HV																				Harper & Van Schenck","Smith, Jesse",Neg
"Dartmouth TE																				Tambe & Estrada","Northwestern FL																				Fridman & Lowe","Bolman, Brad",Aff
"Kentucky HR																				Hackman & Rivas","UT Dallas KB																				Kaul & Beutelspacher","Hirn, Kevin",Aff
"George Mason LR																				Ludwig & Reddy","Pittsburgh OP																				Osei & Pickert","Gallini-Matyas, Izak",Neg
"Wake Forest MT																				Marban & Tomasi","Gonzaga BM																				Basler & Martin","Yonter, Victoria",Aff
"Baylor GG																				Gerbrandt & Graham","West Virginia BM																				Baker & Modestita","Christophersen, Coco",Neg
"Emory CM																				Cerny & Morbeck","Pittsburgh FK																				Ferolie & Ku","Bankey, Brendon",Aff
"James Madison BK																				Bellis & Konrad","Louisville BY																				Benthall & Yeargin","Kelsie, Amber",Neg
"Kansas BD																				Butler & Delph","Binghampton AY																				Allan & Yan","Astacio, Carlos",Neg
"Wichita State HP																				Hinecker & Phillips","Cornell LT																				Luciani & Tilmes","Stanfield, Daniel",Aff
"Dartmouth SS																				Safieddine & Srinivasan","Michigan PP																				Pujol & Pierry","Harper, Allison",Neg
"UNLV RR																				Reese & Ryerson","Liberty DE																				DeMunbrun & Edwards","Walters, Heather",Aff
"Michigan SK																				Stras & Kane","NYU BS																				Booth & Sherman","Yahom, Jefferson",Neg
"Minnesota KW																				Kostelny & Wang","Southern California HR																				Hussaini & Robertson","Steiner, Rebecca",Aff
"Baylor SW																				Smith & Wyatt","Florida JC																				Jean-Baptiste & Callaghan","Sanchez, Taylor",Aff
"Emory AJ																				Allums & Jablonski","Missouri - Kansas City HD																				Hauschildt & Davis","Shook, Lindsey",Aff
"Pittsburgh KL																				Katz & Lee","Missouri State VW																				Waggoner & Van Dyke","Chase, Allie",Aff
"Texas HM																				Hutchinson & McKinley","Emporia State KM																				kuiper & Monteith","Brough, Taylor",Aff
"Trinity LP																				Lair & Pereda","Kansas HO																				Hoffman & Ottinger","Cerja, Cecilia",Aff
"Georgia AR																				Agrawal & Ramanan","Iowa GL																				Gustavson & Liriano","Matheson, Calum",Aff
"Southern California WK																				Wang & Kuffour","Wayne State CH																				Curtiss & Husic","Hiland, Al",Neg
"Southern California DR																				Dille & Rosenthal","Rutgers-Newark WL																				Wyche & Landrum","Leonardi, Chris",Neg
"Liberty MS																				Macumber & Samuel","Missouri State SK																				Kauffman & Slocum","Walberg, Alaina",Aff
"George Mason GB																				Graham & Biggs","Iowa BR																				Bennett & Roetlin","Myers, Andrew",Neg
"Samford EW																				Emerson & Windus","Concordia HS																				Harvanko & Shih","Brennan, Eli",Aff
"Puget Sound EW																				Espinoza Vega & Willoughy","Northwestern BU																				Byrne & Unni","Rooney, David",Neg
"Kansas BT																				Bastian & Thomas","Missouri State DH																				Dickerson & Hopkins","Patrice, Joe",Aff
"Cornell CD																				Chang & Dahms","UT Dallas MW																				Watson & Mccarty","Makuch, Flynn",Neg
