Aff,Neg,Judging,Win
"Missouri - Kansas City HD																				Hauschildt & Davis","Emory GS																				Gazmararian & Shaikh","Thies, Samantha",Neg
"Harvard BG																				Borbon & Gordon","Michigan State SJ																				Scullion & Jones","Crunkilton, Cody",Neg
"Binghampton AY																				Allan & Yan","Michigan State SG																				Serrins & Grossman","Mollison, James",Aff
"Minnesota KW																				Kostelny & Wang","UNLV HS																				Horn & Smith","Kwon, Young",Neg
"Wake Forest AC																				Aaron & Cisse","Georgia HH																				Haskins & Hoover","Kilpatrick, David",Aff
"Wake Forest EW																				Edwards & Williams","Georgetown BP																				Bernstein & Piliero","Crossan, Ben",Neg
"Northwestern GY																				Garcia-Mendoza & Young","Georgia RS																				Rice & Stupek","Adam, Amar",Neg
"Georgia AR																				Agrawal & Ramanan","George Mason AH																				Ahmed & Howley","Harkins, Matt",Aff
"Baylor RW																				Ramsey & Wilson","Emory BY																				Burgess & Yamout","Clarke, Kevin",Aff
"UT Dallas KB																				Kaul & Beutelspacher","Northwestern BU																				Byrne & Unni","Taylor, Terrell",Neg
"Florida JC																				Jean-Baptiste & Callaghan","Louisville RL																				Ridgeway & Lyles","Yahom, Jefferson",Aff
"Oklahoma PW																				Pickens & White","Texas HM																				Hutchinson & McKinley","Matheson, Calum",Aff
"Liberty DE																				DeMunbrun & Edwards","Kansas EH																				Esquivel-Yglesias & Henry","Souders, Michael",Neg
"Iowa GL																				Gustavson & Liriano","UT Dallas MW																				Watson & Mccarty","Kennedy, Patrick",Aff
"Mary Washington/Minnesota HK																				Huebler & Kowal","Trinity GG																				Glancy & Grimsley","Clifford, Bennett",Neg
"Southern California WK																				Wang & Kuffour","Minnesota FJ																				Ferguson & Jamal","Harper, Allison",Aff
"Missouri State DH																				Dickerson & Hopkins","Wichita State WL																				Welch & Lett","Sheaff, Simon",Neg
"Louisville BY																				Benthall & Yeargin","Liberty MS																				Macumber & Samuel","Buttgereit, Thomas",Neg
"Cornell LT																				Luciani & Tilmes","Liberty HT																				Harrington & Thomas","Bhattacharjee, Risha",Neg
"Kentucky HR																				Hackman & Rivas","Wayne State CH																				Curtiss & Husic","Gliniecki, Tom",Aff
"UC Berkeley GF																				Gray & Fleming","Kansas FM																				Fry & Massa","Deming, Kyle",Aff
"Indiana GK																				Gupta & Kalyan","Iowa BR																				Bennett & Roetlin","Wimsatt, Michael",Neg
"Pittsburgh OP																				Osei & Pickert","Oklahoma JS																				Juarez & Smith","Jackson, Jalisa",Neg
"UC Berkeley NR																				Neelakandan & Ramesh","Michigan WG																				Walrath & Goldschlag","Dhillon, Kiran",Aff
"James Madison HM																				Harris & Mingo","UC Berkeley SW																				Sudesh & Wimsatt","DeLong, Brian",Neg
"Wayne State RN																				Nelson & Reynolds","Iowa NO																				Namakula & Oberto-Besso","Chebrolu, Rishi",Neg
"Wichita State HP																				Hinecker & Phillips","Kansas BD																				Butler & Delph","Smale, Bee",Neg
"UT Dallas BG																				Brown & Gilbert","Wake Forest MT																				Marban & Tomasi","Fitzmier, Daniel",Neg
"Michigan JR																				Jacobs & Roche","Missouri - Kansas City MW																				Mitchell & Willett","Stanfield, Daniel",Neg
"Emory KW																				Krauss & Wells","Northwestern FL																				Fridman & Lowe","McIntosh, Valerie",Neg
"Michigan SV																				Smith & Vance","Trinity LP																				Lair & Pereda","Esman, Pauline",Aff
"Binghampton DB																				De Los Santos & Bateman","Pittsburgh FK																				Ferolie & Ku","Queirolo, Kat",Aff
