Aff,Neg,Judging,Win
"Michigan PP																				Pujol & Pierry","West Virginia BM																				Baker & Modestita","Myers, Andrew",Neg
"Emory CM																				Cerny & Morbeck","Northwestern JW																				Jankovsky & Weideman","Brovero, Adrienne",Neg
"Southern California HR																				Hussaini & Robertson","George Mason BH																				Buckner & Hansen","Hilligoss, Derek",Neg
"NYU BS																				Booth & Sherman","Kansas State LE																				Leyba & Engle","Brennan, Eli",Aff
"Wake Forest HV																				Harper & Van Schenck","Gonzaga BM																				Basler & Martin","Hirn, Kevin",Aff
"Baylor SW																				Smith & Wyatt","Southern California DR																				Dille & Rosenthal","Harris, Scott",Neg
"Texas AC																				Ambrose & Cupo","Emporia State KM																				kuiper & Monteith","Rooney, David",Neg
"Baylor GG																				Gerbrandt & Graham","Dartmouth TE																				Tambe & Estrada","Garrett, Lincoln",Neg
"Concordia BS																				Boals & Spindler","Michigan SK																				Stras & Kane","Loghry, Chris",Aff
"Pittsburgh KL																				Katz & Lee","Dartmouth SS																				Safieddine & Srinivasan","Meyers-Levy, Dustin",Aff
"Kansas BT																				Bastian & Thomas","UNLV RR																				Reese & Ryerson","Wunderlich, Carly",Neg
"Indiana AD																				Aaronson & Dehmlow Dunne","Trinity DK																				Dill & Khullar","Malsin, Mikaela",Neg
"Kansas HM																				Hegna & Martin","Texas SW																				Sen & Watts","Rebrovick, Tripp",Aff
"Emory AJ																				Allums & Jablonski","Navy RB																				Bowden & Rock","Yonter, Victoria",Aff
"Missouri State MR																				Morrison & Reeves","Concordia HS																				Harvanko & Shih","Leonardi, Chris",Neg
"Puget Sound FR																				Frank & Ritner","Georgia GW																				Gollner & Weintraub","Chase, Allie",Aff
"George Mason GB																				Graham & Biggs","Minnesota LR																				Lamet & Rao","Steiner, Rebecca",Neg
"Puget Sound EW																				Espinoza Vega & Willoughy","Rutgers-Newark WL																				Wyche & Landrum","Sanchez, Taylor",Neg
"Samford EW																				Emerson & Windus","Michigan RL																				Rogers & Love","Kezios, Roman",Neg
"Miami HL																				Homeijer & Lynch","Purdue SJ																				Sidhu & Joseph","Revelins, Armands",Neg
"Cornell CD																				Chang & Dahms","Missouri State KD																				King & Dobler","Lowe, Kristen",Aff
"Georgia State AC																				Arashanapalli & Croitoru","James Madison BK																				Bellis & Konrad","Morris, Eric",Neg
"Missouri State AS																				Allgood & Smith","Rochester AV																				Abdulla & Voltime-Fleurisca","montee, andy",Aff
"Central Oklahoma CM																				Colquitt & Moore","Kansas HO																				Hoffman & Ottinger","Bosch, Emily",Neg
"Central Florida UC																				Uhlig & Christie","George Mason LR																				Ludwig & Reddy","Johnson, Korey",Aff
"Georgetown GW																				Gibson & Won","George Mason MT																				Mahowald & Turpen","Jackson, Christopher",Aff
"Navy GL																				Gutierrez & Lewis","Missouri State SK																				Kauffman & Slocum","Knez, Natalie",Aff
"Liberty AS																				Allison & Stewart","Indiana LL																				Little & Lincourt","Thur, Tyler",Neg
"Georgia State FR																				Flint & Regev","Missouri State PE																				Evans & Pieper","Jensen, William",Neg
"Missouri State VW																				Waggoner & Van Dyke","Harvard CM																				Cooper & Midha","Roark, Collin",Neg
"Kentucky BT																				Bannister & Trufanov","Michigan State BP																				Brown & Pepper","Justice, Jacob",Aff
"Rutgers-Newark AH																				Asafu-Adjaye & hemnarine","Wayne State AD																				Anton & Davis","Ortiz, Kate",Aff
