Aff,Neg,Judging,Win
"MOState DE																				Dickerson & Evans","UTD CH																				Carlin & Harmon","Bankey, Brendon",Aff
"WSU HB																				Hinecker & Benson","MOState MW																				Morrison & Waggoner","Bricker, Brett",Aff
"Texas SW																				Sen & Watts","Kansas BT																				Bastian & Thomas","Engelbert, Issie",Aff
"UMKC MW																				Mitchell & Willett","Kansas HE																				Henry & Esquivel-Yglesias","Kilpatrick, David",Neg
"UTD BK																				Beutelspacher & Kaul","Texas HM																				Hutchinson & McKinley","Morris, Eric",Neg
"WSU WB																				Brown & Wedel","Baylor GG																				Gerbrandt & Graham","Denney, Ashley",Neg
"MOState HP																				Hopkins & Pieper","Emporia LS																				LaMunyon & Sims","Samuels, Phil",Aff
"MOState KR																				King & Reeves","Emporia KM																				Kuiper & Monteith","Clarke, Kevin",Neg
"MOState AS																				Allgood & Smith","Baylor SW																				Smith & Wyatt","Barlow, Michael",Neg
"UCO CM																				Colquitt & Moore","Kansas HO																				Hoffman & Ottinger","Schauer, Courtney",Neg
"MOState KV																				Kauffman & Van Dyke","Kansas SV																				Snow & Velo","Garcia-Lugo, Juan",Neg
"UTD BG																				Brown & Gilbert","UMKC HD																				Hauschildt & Davis","Rooney, David",Neg
"Texas CV																				Coltzer & Vaidya","Kansas FM																				Fry & Massa","Walters, Heather",Neg
"UTD WI																				Watson & Iske","UTSA OW																				Okolo & Weathersby","Richey, Kate",Neg
"UMKC CS																				Curry & Schartz","Kansas FiMa																				Fitzpatrick & Martin","Bunas, Shae",Neg
